Тип,Артикул,Назва,Опубліковано,Видимість в каталозі,Статус податку,В наявності?,Звичайна ціна,Назва 1 атрибуту,1 значення атрибуту,Атрибут 1 видимий,Атрибут 1 глобальний,Назва 2 атрибуту,2 значення атрибуту,Атрибут 2 видимий,Атрибут 2 глобальний
simple,MD-ATTR-SEED-20260206,Службовий товар для імпорту атрибутів (видалити після імпорту),0,hidden,taxable,1,1,Колір,"Чорний, Білий, Молочний, Кремовий, Айворі, Сірий, Графітовий, Антрацит, Меланж, Синій, Navy, Блакитний, Індиго, Денім, Бірюзовий, Бежевий, Тауп, Карамельний, Кемел, Коричневий, Мокко, Шоколадний, Зелений, Хакі, Олівковий, Смарагдовий, Ментоловий, Червоний, Бордовий, Марсала, Бургунді, Теракотовий, Цегляний, Кораловий, Оранжевий, Персиковий, Рожевий, Пудровий, Лавандовий, Фіолетовий, Гірчичний, Жовтий, Білий з чорним, Білий з червоним, Срібний",1,1,Матеріал,"Бавовна, Льон, Вовна, Шовк, Кашемір, Меринос, Поліестер, Віскоза, Нейлон, Акрил, Еластан, Модал, Джинс, Трикотаж, Шкіра, Екошкіра, Замша, Екозамша, Велюр, Вельвет, Фліс, Сатин, Шифон, Мереживо, Атлас, Твід, Букле, Неопрен, Плащівка, Софтшелл, Шерсть, Костюмна тканина",1,1
