ID,Тип,Артикул,"GTIN, UPC, EAN або ISBN",Назва,Опубліковано,Рекомендовано?,Видимість в каталозі,Короткий опис,Опис,Початок акції,Завершення акції,Статус податку,Клас податку,В наявності?,Запаси,Низька кількість запасів,Дозволити резервування?,Продавати окремо?,Вага (кг),Довжина (см),Ширина (см),Висота (см),Дозволити відгуки?,Нотатка до покупки,Ціна зі знижкою,Звичайна ціна,Категорії,Позначки,Клас доставки,Зображення,Ліміт завантажень,Число днів до закінчення Завантаження,Предок,Згруповані товари,Пропозиція товарів,Перехресні продажі,Зовнішній URL,Текст кнопки,Розташування,Бренди,Назва 1 атрибуту,1 значення атрибуту,Атрибут 1 видимий,Атрибут 1 глобальний,Назва 2 атрибуту,2 значення атрибуту,Атрибут 2 видимий,Атрибут 2 глобальний,Назва 3 атрибуту,3 значення атрибуту,Атрибут 3 видимий,Атрибут 3 глобальний,Назва 4 атрибуту,4 значення атрибуту,Атрибут 4 видимий,Атрибут 4 глобальний,Назва 5 атрибуту,5 значення атрибуту,Атрибут 5 видимий,Атрибут 5 глобальний,Назва 6 атрибуту,6 значення атрибуту,Атрибут 6 видимий,Атрибут 6 глобальний,Назва 7 атрибуту,7 значення атрибуту,Атрибут 7 видимий,Атрибут 7 глобальний
,simple,MD-ATTR-SEED-20260206-V2,MD-ATTR-SEED-20260206-V2,Службовий товар для імпорту атрибутів (v2),0,0,hidden,,Технічний товар для імпорту термінів атрибутів. Видалити після імпорту.,,,taxable,,1,1,,0,0,,,,,1,,,1,"Жіноче, Жіноче > Футболки, топи та боді",,,,,,,,,,,,0,Moddyland,Колір,"Чорний, Білий, Молочний, Кремовий, Айворі, Сірий, Графітовий, Антрацит, Меланж, Синій, Navy, Блакитний, Індиго, Денім, Бірюзовий, Бежевий, Тауп, Карамельний, Кемел, Коричневий, Мокко, Шоколадний, Зелений, Хакі, Олівковий, Смарагдовий, Ментоловий, Червоний, Бордовий, Марсала, Бургунді, Теракотовий, Цегляний, Кораловий, Оранжевий, Персиковий, Рожевий, Пудровий, Лавандовий, Фіолетовий, Гірчичний, Жовтий, Білий з чорним, Білий з червоним, Срібний",1,1,Розмір,ONE SIZE,0,1,Матеріал,"Бавовна, Льон, Вовна, Шовк, Кашемір, Меринос, Поліестер, Віскоза, Нейлон, Акрил, Еластан, Модал, Джинс, Трикотаж, Шкіра, Екошкіра, Замша, Екозамша, Велюр, Вельвет, Фліс, Сатин, Шифон, Мереживо, Атлас, Твід, Букле, Неопрен, Плащівка, Софтшелл, Шерсть, Костюмна тканина",1,1,,,,,,,,,,,,,,,,
